department;courseNum;courseTitle;sectionNum;courseType;callNum;meetingTime;meetingLocation;instructor;startEndDate
BIO;405;"Senior Thesis in Biological Research";0001;THS;8429;TBA;TBA;Staff;TBA
BIO;406;"Senior Thesis in Biological Research";0001;THS;8430;TBA;TBA;Staff;TBA
BUS;111;"Introduction to Business &amp; Entrepreneurship";0001;LEC;7679;TuTh 2:00PM - 3:20PM;Torrey 232;Patrick J McCarthy;09/05/2012 - 12/15/2012
BUS;111;"Introduction to Business &amp; Entrepreneurship";0002;LEC;7680;TBA;Web;Patrick J McCarthy;09/05/2012 - 12/15/2012
BUS;221;"Business Law I";0001;LEC;8577;We 2:30PM - 3:45PM;Torrey 102;Ronald A Mosley;09/05/2012 - 12/15/2012
BUS;221;"Business Law I";0002;LEC;13450;We 2:30PM - 3:45PM;Bangor Hall - UCB;Ronald A Mosley;09/05/2012 - 12/15/2012
BUS;221;"Business Law I";0003;LEC;13451;We 2:30PM - 3:45PM;Bath-Brunswick Center;Ronald A Mosley;09/05/2012 - 12/15/2012
BUS;221;"Business Law I";0004;LEC;13452;We 2:30PM - 3:45PM;Bucksport;Ronald A Mosley;09/05/2012 - 12/15/2012
BUS;221;"Business Law I";0005;LEC;13453;We 2:30PM - 3:45PM;Caribou;Ronald A Mosley;09/05/2012 - 12/15/2012
BUS;221;"Business Law I";0006;LEC;13454;We 2:30PM - 3:45PM;Deer Isle-Stonington;Ronald A Mosley;09/05/2012 - 12/15/2012
BUS;325;"Business Ethics &amp; Social Responsbilty";0001;WEB;7681;TBA;Web;Robert D Tropea;09/05/2012 - 12/15/2012
CHY;101;"General Chemistry I";0010;LEC;8432;MoWeFr 1:00PM - 1:50PM;Science&nbsp; 207;William H Otto;09/05/2012 - 12/15/2012
CHY;101;"General Chemistry I";0011;LAB;8433;Th 9:00AM - 11:50AM;Science&nbsp; 208;William H Otto;09/05/2012 - 12/15/2012
CHY;101;"General Chemistry I";0020;LEC;14286;MoWeFr 8:00AM - 8:50AM;Science&nbsp; 207;William H Otto;09/05/2012 - 12/15/2012
CHY;101;"General Chemistry I";0022;LAB;14287;Tu 1:00PM - 3:50PM;Science&nbsp; 208;William H Otto;09/05/2012 - 12/15/2012
CHY;113;"Intro to Forensic Science";0001;LEC;8434;TBA;Web;Shallee T Page;09/05/2012 - 12/15/2012
CHY;221;"Organic Chemistry I";0010;LEC;8435;MoWeFr 9:00AM - 9:50AM;Science&nbsp; 207;Shallee T Page;09/05/2012 - 12/15/2012
