department;courseNum;courseTitle;sectionNum;courseType;callNum;meetingTime;meetingLocation;instructor;startEndDate
BIO;321;"Microbiology";0103;LAB;12674;We 4:30PM - 7:30PM;Jewett Hall 0297;Keely Heidtman;09/04/2012 - 12/22/2012
BIO;321;"Microbiology";0300;LEC;13098;Mo 6:00PM - 8:45PM;Ellsworth;Jason Allen Bubier;09/04/2012 - 12/22/2012
BIO;321;"Microbiology";0301;LAB;13099;We 6:00PM - 9:00PM;Ellsworth;Jason Allen Bubier;09/04/2012 - 12/22/2012
BIO;324;"Cell Biology";0100;LEC;12676;We 1:00PM - 3:45PM;Jewett Hall 0190;Sheila K Bennett;09/04/2012 - 12/22/2012
BUA;100;"Introduction to Business";1000;LEC;9524;We 4:00PM - 6:45PM;Bennett D. Katz Library 0016;J Powers McGuire;09/04/2012 - 12/22/2012
BUA;100;"Introduction to Business";1001;LEC;9525;We 4:00PM - 6:45PM;Bangor Hall ITV2;J Powers McGuire;09/04/2012 - 12/22/2012
BUA;100;"Introduction to Business";1002;LEC;9526;We 4:00PM - 6:45PM;Bath Brunswick;J Powers McGuire;09/04/2012 - 12/22/2012
BUA;100;"Introduction to Business";1003;LEC;9818;We 4:00PM - 6:45PM;Bucksport HS;J Powers McGuire;09/04/2012 - 12/22/2012
BUA;100;"Introduction to Business";1004;LEC;9819;We 4:00PM - 6:45PM;Calais Center;J Powers McGuire;09/04/2012 - 12/22/2012
BUA;100;"Introduction to Business";1005;LEC;9820;We 4:00PM - 6:45PM;Caribou;J Powers McGuire;09/04/2012 - 12/22/2012
BUA;101;"Financial Accounting for Management Decision Making";0100;LEC;10187;Tu 1:00PM - 3:45PM;Jewett Hall 0189;Barbara Vlaisavljevic;09/04/2012 - 12/22/2012
BUA;101;"Financial Accounting for Management Decision Making";1000;LEC;9606;We 7:30AM - 8:45AM;Bennett D. Katz Library 0015;Barbara Vlaisavljevic;09/04/2012 - 12/22/2012
BUA;101;"Financial Accounting for Management Decision Making";1001;LEC;9607;We 7:30AM - 8:45AM;Bangor Hall ITV2;Barbara Vlaisavljevic;09/04/2012 - 12/22/2012
BUA;101;"Financial Accounting for Management Decision Making";1002;LEC;9608;We 7:30AM - 8:45AM;Bath Brunswick;Barbara Vlaisavljevic;09/04/2012 - 12/22/2012
BUA;101;"Financial Accounting for Management Decision Making";1003;LEC;10100;We 7:30AM - 8:45AM;Bucksport HS;Barbara Vlaisavljevic;09/04/2012 - 12/22/2012
BUA;101;"Financial Accounting for Management Decision Making";1004;LEC;10101;We 7:30AM - 8:45AM;Deer Isle;Barbara Vlaisavljevic;09/04/2012 - 12/22/2012
BUA;151;"Personal Financial Planning";1000;LEC;9527;Tu 9:00AM - 11:45AM;Bennett D. Katz Library 0015;Frank Bean;09/04/2012 - 12/22/2012
BUA;151;"Personal Financial Planning";1001;LEC;9528;Tu 9:00AM - 11:45AM;Bangor Hall ITV2;Frank Bean;09/04/2012 - 12/22/2012
BUA;151;"Personal Financial Planning";1002;LEC;9529;Tu 9:00AM - 11:45AM;Bath Brunswick;Frank Bean;09/04/2012 - 12/22/2012
BUA;151;"Personal Financial Planning";1003;LEC;9975;Tu 9:00AM - 11:45AM;Bucksport HS;Frank Bean;09/04/2012 - 12/22/2012
BUA;151;"Personal Financial Planning";1004;LEC;9976;Tu 9:00AM - 11:45AM;Caribou;Frank Bean;09/04/2012 - 12/22/2012
BUA;151;"Personal Financial Planning";1005;LEC;9977;Tu 9:00AM - 11:45AM;Deer Isle;Frank Bean;09/04/2012 - 12/22/2012
