"Satellite Lot",44905600,-68673180
"Alfond Lot",44904604,-68672796
"Football Field Lot",44904043,-68671536
"Steam Plant Lot",44900204,-68673878
"Chadbourne Hall Lot",44896433,-68671891
"Sawyer Environmental Research Center Lot",44894484,-68667980
"near Libby Hall Lot",44895433,-68666380
"near Nutting Hall Lot",44897032,-68665872
"Sebago Lot",44898900,-68664591
"CCA Lot",44900165,-68663975
"Student Rec Center Lot",44905288,-68662770
