"Crossland Hall Lot",44903164,-68672766
"West of Lord Hall Lot",44903164,-68671210
"South of Lord Hall Lot",44900485,-68670366
"near Small Animal Research Lot",44897564,-68666540
"near Maine Bound Lot",44898544,-68666879
"near Union Lot",44900492,-68667990
"Chadbourne Lot",44896129,-68672328
"Lengyl Lot",44894866,-68672137
"Public Safety",44898049,-68661382
