department;courseNum;courseTitle;sectionNum;courseType;callNum;meetingTime;meetingLocation;instructor;startEndDate
HTY;375;"History of Maine";0011;LEC;29888;Tu 7:00PM - 9:45PM;Penquis Higher Ed Ctr;J Donald Cyr;09/03/2013 - 12/19/2013
MAT;;"17";LC02;LEC;28952;MoWeFr 9:00AM - 9:50AM;Pullen Hall 216;Terry J Chalou;09/03/2013 - 12/19/2013
MAT;101;"Basic Statistics";0004;LEC;24665;MoWe 2:00PM - 3:15PM;Folsom Hall 206;Malcolm A Coulter;09/03/2013 - 12/19/2013
MAT;111;"Principles of Math I";0001;LEC;24677;MoWe 2:00PM - 3:15PM;Pullen Hall 210;Terry J Chalou;09/03/2013 - 12/19/2013
MAT;112;"Principles of Math II";0001;LEC;24655;TBA;ONLINE;Natalija Alexandria Brewer;09/03/2013 - 12/19/2013
MAT;117;"College Algebra";LC05;LEC;29746;TuTh 11:00AM - 12:15PM;Pullen Hall 210;Terry J Chalou;09/03/2013 - 12/19/2013
MAT;121;"Pre";0001;LEC;24678;MoWeFr 10:00AM - 10:50AM;Folsom Hall 204;Zhu-Qi Lu;09/03/2013 - 12/19/2013
MAT;132;"Calculus II";0001;LEC;24679;TuTh 11:00AM - 12:15PM;Folsom Hall 204;Zhu-Qi Lu;09/03/2013 - 12/19/2013
MAT;140;"Mathematics for Business";0001;LEC;24671;TuTh 9:30AM - 10:45AM;Folsom Hall 204;Malcolm A Coulter;09/03/2013 - 12/19/2013
MAT;201;"Probability &amp; Statistics I";0001;LEC;24681;MoWeFr 11:00AM - 11:50AM;Folsom Hall 204;Zhu-Qi Lu;09/03/2013 - 12/19/2013
MAT;251;"Foundations of Mathematics";0001;LEC;24682;TuTh 9:30AM - 10:45AM;Folsom Hall 206;Zhu-Qi Lu;09/03/2013 - 12/19/2013
MAT;335;"Topics in Analysis";0001;LEC;24676;MoWe 6:30PM - 7:45PM;Folsom Hall 206;Peng Peng Yu;09/03/2013 - 12/19/2013
PHI;151;"Introduction to Philosophy";0002;LEC;24092;TuTh 9:30AM - 10:45AM;Pullen Hall 216;Guy R Gallagher;09/03/2013 - 12/19/2013
PHI;152;"Introduction to Ethics";0001;LEC;24093;TBA;ONLINE;Melissa M Crowe;09/03/2013 - 12/19/2013
PHY;153;"General Physics I";0002;LAB;24688;Tu 2:00PM - 4:45PM;Folsom Hall 201;Peng Peng Yu;09/03/2013 - 12/19/2013
POS;101;"American Government";0002;LEC;24208;TBA;ONLINE;Brent S Anderson;09/03/2013 - 12/19/2013
POS;231;"Constitutional Law";0001;LEC;24211;TBA;ONLINE;Brent S Anderson;09/03/2013 - 12/19/2013
POS;347;"Russia:Kiev to Peter the Great";0001;LEC;27638;TBA;ONLINE;John Defelice;09/03/2013 - 12/19/2013
PSY;100;"General Psychology";LC05;LEC;29745;TuTh 9:30AM - 10:45AM;Pullen Hall 210;Paul E Johnson;09/03/2013 - 12/19/2013
PSY;200;"Social Psychology";0002;LEC;27904;Tu 6:00PM - 8:45PM;Pullen Hall 216;Richard Ayre;09/03/2013 - 12/19/2013
PSY;205;"Lifespan Development";0001;LEC;24224;TBA;ONLINE;Melissa J Ivey;09/03/2013 - 12/19/2013
