department;courseNum;courseTitle;sectionNum;courseType;callNum;meetingTime;meetingLocation;instructor;startEndDate
ART;360;"Topics in Studio Art";0862;LAB;1264;View Details;MoWe 6:00PM - 8:30PM;Wyeth Art Center 151;Kerstin L Engman;09/03/2013 - 12/13/2013;MoWe 6:00PM - 8:30PM;Wyeth Art Center 154;Kerstin L Engman;09/03/2013 - 12/13/2013
ART;370;"Digital Art IIA: 3D Modeling and Animation";0860;LAB;1265;View Details;MoWe 4:10PM - 6:40PM;Barrows Hall 124;Aaron D Boothroyd;09/03/2013 - 12/13/2013
ART;397;"Independent Study in Studio Art";0001;IND;1266;View Details;TBA;TBA;Gregory M Ondo;09/03/2013 - 12/13/2013
ART;397;"Independent Study in Studio Art";0002;IND;1267;View Details;TBA;TBA;Michael H Lewis;09/03/2013 - 12/13/2013
ART;397;"Independent Study in Studio Art";0003;IND;1268;View Details;TBA;TBA;Staff;09/03/2013 - 12/13/2013
ART;397;"Independent Study in Studio Art";0004;IND;1269;View Details;TBA;TBA;James E Linehan;09/03/2013 - 12/13/2013
ART;397;"Independent Study in Studio Art";0005;IND;1270;View Details;TBA;TBA;Susan H Groce;09/03/2013 - 12/13/2013
ART;397;"Independent Study in Studio Art";0006;IND;1271;View Details;TBA;TBA;Andrea L Mauery;09/03/2013 - 12/13/2013
ART;397;"Independent Study in Studio Art";0007;IND;1272;View Details;TBA;TBA;Constant K Albertson;09/03/2013 - 12/13/2013
ART;397;"Independent Study in Studio Art";0008;IND;1273;View Details;TBA;TBA;Staff;09/03/2013 - 12/13/2013
ART;397;"Independent Study in Studio Art";0009;IND;1274;View Details;TBA;TBA;Michael H Grillo;09/03/2013 - 12/13/2013
ART;398;"Directed Study in Studio Art";0001;IND;1275;View Details;TBA;TBA;Gregory M Ondo;09/03/2013 - 12/13/2013
ART;398;"Directed Study in Studio Art";0002;IND;1276;View Details;TBA;TBA;Michael H Lewis;09/03/2013 - 12/13/2013
ART;398;"Directed Study in Studio Art";0003;IND;1277;View Details;TBA;TBA;Staff;09/03/2013 - 12/13/2013
ART;398;"Directed Study in Studio Art";0004;IND;1278;View Details;TBA;TBA;James E Linehan;09/03/2013 - 12/13/2013
ART;398;"Directed Study in Studio Art";0005;IND;1279;View Details;TBA;TBA;Susan H Groce;09/03/2013 - 12/13/2013
ART;398;"Directed Study in Studio Art";0006;IND;1280;View Details;TBA;TBA;Staff;09/03/2013 - 12/13/2013
ART;398;"Directed Study in Studio Art";0007;IND;1281;View Details;TBA;TBA;Andrea L Mauery;09/03/2013 - 12/13/2013
ART;420;"Sculpture III";0001;LAB;3519;View Details;TuTh 12:30PM - 3:00PM;Sculpture Building 100;Gregory M Ondo;09/03/2013 - 12/13/2013
ART;430;"Painting III";0665;STU;1055;View Details;Fr 12:00PM - 5:00PM;Fred Hutchinson Center;Kerstin L Engman;09/03/2013 - 12/13/2013
ART;440;"Printmaking III";0001;LAB;2789;View Details;We 12:30PM - 5:30PM;Wyeth Art Center 142;Susan H Groce;09/03/2013 - 12/13/2013;We 12:30PM - 5:30PM;Wyeth Art Center 163;Susan H Groce;09/03/2013 - 12/13/2013
ART;460;"Topics in Studio Art";0001;LAB;29921;View Details;We 6:30PM - 9:00PM;Innovation Media Rsch Ctr 108;Sheridan L Kelley;09/03/2013 - 12/13/2013
ART;460;"Topics in Studio Art";0860;LAB;1282;View Details;MoWe 6:00PM - 8:30PM;Wyeth Art Center 151;Kerstin L Engman;09/03/2013 - 12/13/2013;MoWe 6:00PM - 8:30PM;Wyeth Art Center 154;Kerstin L Engman;09/03/2013 - 12/13/2013
ART;496;"Field Experience in Art";0001;FEX;1283;View Details;TBA;TBA;Michael H Grillo;09/03/2013 - 12/13/2013
ART;497;"Independent Study in Studio Art";0001;IND;1284;View Details;TBA;TBA;Gregory M Ondo;09/03/2013 - 12/13/2013
ART;497;"Independent Study in Studio Art";0002;IND;1285;View Details;TBA;TBA;Michael H Lewis;09/03/2013 - 12/13/2013
ART;497;"Independent Study in Studio Art";0003;IND;1286;View Details;TBA;TBA;Staff;09/03/2013 - 12/13/2013
ART;497;"Independent Study in Studio Art";0004;IND;1287;View Details;TBA;TBA;James E Linehan;09/03/2013 - 12/13/2013
ART;497;"Independent Study in Studio Art";0005;IND;1288;View Details;TBA;TBA;Susan H Groce;09/03/2013 - 12/13/2013
ART;497;"Independent Study in Studio Art";0006;IND;1289;View Details;TBA;TBA;Matthew Smolinsky;09/03/2013 - 12/13/2013
ART;497;"Independent Study in Studio Art";0007;IND;1290;View Details;TBA;TBA;Andrea L Mauery;09/03/2013 - 12/13/2013
ART;497;"Independent Study in Studio Art";0008;IND;1291;View Details;TBA;TBA;Michael H Grillo;09/03/2013 - 12/13/2013
ART;497;"Independent Study in Studio Art";0009;IND;1292;View Details;TBA;TBA;Constant K Albertson;09/03/2013 - 12/13/2013
ART;497;"Independent Study in Studio Art";0860;IND;3329;View Details;Sa 9:00AM - 4:00PM;Engineering Sci Rsch Bldg 165;;09/14/2013 - 09/21/2013;Sa 9:00AM - 4:00PM;Engineering Sci Rsch Bldg 165;;11/09/2013 - 11/09/2013;Sa 9:00AM - 4:00PM;Engineering Sci Rsch Bldg 165;;12/07/2013 - 12/07/2013
ART;498;"Directed Study in Studio Art";0001;IND;1293;View Details;TBA;TBA;Gregory M Ondo;09/03/2013 - 12/13/2013
ART;498;"Directed Study in Studio Art";0002;IND;1294;View Details;TBA;TBA;Michael H Lewis;09/03/2013 - 12/13/2013
ART;498;"Directed Study in Studio Art";0003;IND;1295;View Details;TBA;TBA;Staff;09/03/2013 - 12/13/2013
ART;498;"Directed Study in Studio Art";0004;IND;1296;View Details;TBA;TBA;James E Linehan;09/03/2013 - 12/13/2013
ART;498;"Directed Study in Studio Art";0005;IND;1297;View Details;TBA;TBA;Susan H Groce;09/03/2013 - 12/13/2013
ART;498;"Directed Study in Studio Art";0006;IND;1298;View Details;TBA;TBA;Michael H Grillo;09/03/2013 - 12/13/2013
ART;498;"Directed Study in Studio Art";0007;IND;1299;View Details;TBA;TBA;Andrea L Mauery;09/03/2013 - 12/13/2013
ART;498;"Directed Study in Studio Art";0008;IND;2792;View Details;TBA;TBA;Staff;09/03/2013 - 12/13/2013
ART;597;"Independent Study in Studio Art";0001;IND;1301;View Details;TBA;TBA;Staff;09/03/2013 - 12/13/2013
ART;597;"Independent Study in Studio Art";0003;IND;1303;View Details;TBA;TBA;Staff;09/03/2013 - 12/13/2013
ART;597;"Independent Study in Studio Art";0004;IND;1304;View Details;TBA;TBA;Michael H Grillo;09/03/2013 - 12/13/2013
ART;597;"Independent Study in Studio Art";0005;IND;1305;View Details;TBA;TBA;Staff;09/03/2013 - 12/13/2013
ART;597;"Independent Study in Studio Art";0006;IND;1306;View Details;TBA;TBA;Staff;09/03/2013 - 12/13/2013
ART;598;"Directed Study in Studio Art";0001;IND;1307;View Details;TBA;TBA;Staff;09/03/2013 - 12/13/2013
AST;109;"Introduction to Astronomy";0001;LEC;1308;View Details;TuTh 2:00PM - 3:15PM;Bennett Hall 137;Neil F Comins;09/03/2013 - 12/13/2013
AST;109;"Introduction to Astronomy";0990;LEC;1068;View Details;TBA;On-line Course;David J Batuski;09/03/2013 - 12/13/2013
AST;110;"Introduction to Astronomy Laboratory";0005;LAB;1313;View Details;Th 10:00AM - 11:50AM;Bennett Hall 302;Staff;09/03/2013 - 12/13/2013
AST;110;"Introduction to Astronomy Laboratory";0006;LAB;1314;View Details;Th 12:00PM - 1:50PM;Bennett Hall 302;Staff;09/03/2013 - 12/13/2013
AST;110;"Introduction to Astronomy Laboratory";0990;LAB;1069;View Details;TBA;On-line Course;Staff;09/03/2013 - 12/13/2013
AST;497;"Topics in Astrophysics";0001;IND;1315;View Details;TBA;TBA;David J Batuski;09/03/2013 - 12/13/2013
AVS;145;"Animal Science";1001;LAB;1317;View Details;Mo 1:10PM - 3:00PM;Arranged;Charles R Wallace;09/03/2013 - 12/13/2013
AVS;145;"Animal Science";1003;LAB;1319;View Details;We 1:10PM - 3:00PM;Arranged;Charles R Wallace;09/03/2013 - 12/13/2013
AVS;249;"Laboratory and Companion Animal Science";0990;LEC;1106;View Details;TBA;On-line Course;Robert C Causey;09/03/2013 - 12/13/2013
AVS;253;"Principles of Western Riding";0860;LEC;26440;View Details;Mo 1:00PM - 6:00PM;Arranged;Roberta Corey;09/03/2013 - 12/13/2013
AVS;303;"Equine Management Cooperative";0001;FEX;3234;View Details;Mo 7:00PM - 8:00PM;Witter Center Farm;Robert C Causey;09/03/2013 - 12/13/2013;Tu 11:00AM - 12:15PM;Witter Center Farm;Robert C Causey;09/03/2013 - 12/13/2013
AVS;303;"Equine Management Cooperative";1001;LAB;3235;View Details;We 9:30AM - 11:30AM;Witter Center Farm;Robert C Causey;09/03/2013 - 12/13/2013
AVS;303;"Equine Management Cooperative";1004;LAB;3237;View Details;Th 11:00AM - 1:00PM;Witter Center Farm;Robert C Causey;09/03/2013 - 12/13/2013
AVS;346;"Dairy Cattle Technology";0001;LEC;1322;View Details;MoWeFr 8:00AM - 8:50AM;Hitchner Hall 203;David P Marcinkowski;09/03/2013 - 12/13/2013
AVS;347;"Dairy Cattle Technology Laboratory";0001;LAB;1323;View Details;We 3:10PM - 5:00PM;Witter Center 140;David P Marcinkowski;09/03/2013 - 12/13/2013
AVS;368;"Independent Study in the Animal Sciences";0001;IND;1324;View Details;TBA;TBA;William R Congleton;09/03/2013 - 12/13/2013
AVS;368;"Independent Study in the Animal Sciences";0002;IND;1325;View Details;TBA;TBA;Robert C Causey;09/03/2013 - 12/13/2013
AVS;368;"Independent Study in the Animal Sciences";0003;IND;1326;View Details;TBA;TBA;David P Marcinkowski;09/03/2013 - 12/13/2013
AVS;368;"Independent Study in the Animal Sciences";0004;IND;1327;View Details;TBA;TBA;Martin R Stokes;09/03/2013 - 12/13/2013
AVS;368;"Independent Study in the Animal Sciences";0005;IND;1328;View Details;TBA;TBA;Charles R Wallace;09/03/2013 - 12/13/2013
AVS;368;"Independent Study in the Animal Sciences";0006;IND;1329;View Details;TBA;TBA;Robert C Causey;09/03/2013 - 12/13/2013
AVS;368;"Independent Study in the Animal Sciences";0007;IND;2990;View Details;TBA;TBA;Deborah A Bouchard;09/03/2013 - 12/13/2013
AVS;368;"Independent Study in the Animal Sciences";0008;IND;3208;View Details;TBA;TBA;Anne Lichtenwalner;09/03/2013 - 12/13/2013
AVS;371;"University Dairy Cooperative";0001;FEX;1330;View Details;We 3:10PM - 5:00PM;Witter Center 140;David P Marcinkowski;09/03/2013 - 12/13/2013
AVS;393;"Training the Standardbred Horse";0001;LEC;1331;View Details;Th 6:00PM - 9:00PM;Rogers Hall 206;;09/03/2013 - 12/13/2013
AVS;396;"Field Experience in Animal and Veterinary Science";0001;FEX;2874;View Details;TBA;TBA;Martin R Stokes;09/03/2013 - 12/13/2013
AVS;397;"Equine Internship";0001;FEX;2919;View Details;TBA;TBA;Norinne H Daly;09/03/2013 - 12/13/2013
AVS;397;"Equine Internship";0004;FEX;3386;View Details;TBA;TBA;Robert C Causey;09/03/2013 - 12/13/2013
AVS;401;"Senior Paper in Animal Science I";0001;LEC;1332;View Details;TuTh 3:30PM - 4:45PM;Rogers Hall 206;Martin R Stokes;09/03/2013 - 12/13/2013
AVS;433;"Equine Exercise Physiology";0860;LEC;26439;View Details;Th 3:00PM - 5:00PM;Lengyel Hall 125;Robert A Lehnhard;09/03/2013 - 12/13/2013
AVS;455;"Animal Nutrition";0001;LEC;3238;View Details;MoWeFr 9:00AM - 9:50AM;Rogers Hall 206;Martin R Stokes;09/03/2013 - 12/13/2013;Tu 9:30AM - 10:20AM;Rogers Hall 206;Martin R Stokes;09/03/2013 - 12/13/2013
AVS;480;"Physiology of Reproduction";0001;LEC;1336;View Details;MoWeFr 10:00AM - 10:50AM;Rogers Hall 206;Charles R Wallace;09/03/2013 - 12/13/2013
AVS;590;"Special Topics in Animal Science";0001;IND;2842;View Details;TBA;TBA;Charles R Wallace;09/03/2013 - 12/13/2013
AVS;590;"Special Topics in Animal Science";0002;IND;3206;View Details;TBA;TBA;Robert C Causey;09/03/2013 - 12/13/2013
AVS;590;"Special Topics in Animal Science";0003;IND;3704;View Details;TBA;TBA;Anne Lichtenwalner;09/03/2013 - 12/13/2013
AVS;633;"Graduate Seminar in Animal Science";0001;SEM;1337;View Details;Fr 11:30AM - 12:30PM;Neville Hall 206;Robert C Bayer;09/03/2013 - 12/13/2013
AVS;699;"Graduate Thesis / Research";0001;THS;1339;View Details;TBA;TBA;;09/03/2013 - 12/13/2013
BIO;100;"Basic Biology";0003;LEC;1344;View Details;MoWeFr 1:10PM - 2:00PM;Donald P Corbett Business 100;Farahad Dastoor;09/03/2013 - 12/13/2013
BIO;100;"Basic Biology";1008;LAB;1350;View Details;We 1:10PM - 3:00PM;Murray Hall 103;Staff;09/03/2013 - 12/13/2013
BIO;100;"Basic Biology";1009;LAB;1351;View Details;We 3:10PM - 5:00PM;Murray Hall 103;Staff;09/03/2013 - 12/13/2013
BIO;100;"Basic Biology";1023;LAB;1365;View Details;We 1:10PM - 3:00PM;Murray Hall 105;Staff;09/03/2013 - 12/13/2013
BIO;100;"Basic Biology";1030;LAB;1372;View Details;Th 5:10PM - 7:00PM;Murray Hall 105;Staff;09/03/2013 - 12/13/2013
BIO;100;"Basic Biology";1038;LAB;1380;View Details;We 1:10PM - 3:00PM;Murray Hall 107;Staff;09/03/2013 - 12/13/2013
BIO;100;"Basic Biology";1504;LAB;2751;View Details;Th 1:10PM - 3:00PM;Murray Hall 107;Staff;09/03/2013 - 12/13/2013
BIO;205;"Field Natural History of Maine";0001;LEC;1383;View Details;MoWeFr 8:00AM - 8:50AM;Murray Hall 106;Francis A Drummond;09/03/2013 - 12/13/2013
BIO;205;"Field Natural History of Maine";1001;LAB;1384;View Details;We 1:10PM - 5:00PM;Deering Hall 201;Francis A Drummond;09/03/2013 - 12/13/2013
BIO;205;"Field Natural History of Maine";1002;LAB;1385;View Details;Th 1:10PM - 5:00PM;Deering Hall 201;Francis A Drummond;09/03/2013 - 12/13/2013
BIO;208;"Anatomy and Physiology";0665;LEC;1021;View Details;Tu 10:00AM - 1:00PM;Fred Hutchinson Center;Jan Pitcairn;09/03/2013 - 12/13/2013
BIO;208;"Anatomy and Physiology";1665;LAB;1022;View Details;We 10:00AM - 12:00PM;Fred Hutchinson Center;Jan Pitcairn;09/03/2013 - 12/13/2013
BIO;222;"Biology: The Living Science";0665;LEC;1016;View Details;Th 2:30PM - 5:00PM;Fred Hutchinson Center;Gaylen L Jones;09/03/2013 - 12/13/2013
BIO;223;"Biology: The Living Science Laboratory";0665;LAB;1017;View Details;Th 5:30PM - 7:30PM;Fred Hutchinson Center;Gaylen L Jones;09/03/2013 - 12/13/2013
