department;courseNum;courseTitle;sectionNum;courseType;callNum;meetingTime;meetingLocation;instructor;startEndDate
ENG;250W;"American Literature to 1900";6005;LEC;29735;Th 1:00PM - 3:45PM;Houlton Higher Ed Center;Kay L Retzlaff;09/03/2013 - 12/23/2013
ENG;317W;"Professional Writing";1005;LEC;27644;Tu 1:00PM - 3:45PM;Bucksport HS;Nancy Schneider;09/03/2013 - 12/23/2013
ENG;325W;"The American Story";0300;LEC;24848;Tu 9:00AM - 11:45AM;Rockland;Ellen Maureen Taylor;09/03/2013 - 12/23/2013
ENG;337;"Masculinities in Late 20th Century American Literature";6004;LEC;29703;We 1:00PM - 3:45PM;Houlton CTR Video Conferencing;Jeffrey Sychterz;09/03/2013 - 12/23/2013
ENG;360W;"Selected Work of Shakespeare";0100;LEC;25106;We 9:00AM - 11:45AM;Randall Student Center 250;Jill Rubinson;09/03/2013 - 12/23/2013
ENG;366;"Children &amp; Young Adult Literature";9000;LEC;25730;TBA;Web/On-line;Cynthia Diane Dean;09/03/2013 - 12/23/2013
FRE;101;"Elementary French I";0100;LEC;25111;TuTh 1:00PM - 3:00PM;Jewett Hall 0289;Chelsea Ray;09/03/2013 - 12/23/2013
FRE;103;"Conversational French for Everyone";0100;LEC;25107;Tu 3:00PM - 4:00PM;Jewett Hall 0289;Chelsea Ray;09/03/2013 - 12/23/2013
FRE;203;"Intermediate French I";0100;LEC;25109;TuTh 4:00PM - 6:00PM;Jewett Hall 0289;Chelsea Ray;09/03/2013 - 12/23/2013
FRE;305;"Language and Culture of the Francophone World I";0100;LEC;25110;TuTh 4:30PM - 6:30PM;Jewett Hall 0291;Chelsea Ray;09/03/2013 - 12/23/2013
HON;401;"Leadership Seminar";6006;LEC;26281;Th 7:00PM - 9:45PM;Bennett D. Katz Library 0007;Nora Bowne;09/03/2013 - 12/23/2013
HTY;103;"United States History I";1008;LEC;27826;Tu 7:00PM - 9:45PM;Penquis Higher Ed Ctr;Peter Michael Lodge;09/03/2013 - 12/23/2013
HTY;104;"United States History II";0301;LEC;24851;We 4:00PM - 6:45PM;Rockland;William M Galloway;09/03/2013 - 12/23/2013
HTY;105;"World Civilizations I";1008;LEC;27759;We 9:00AM - 11:45AM;East Millinocket;Robert B Bernheim;09/03/2013 - 12/23/2013
HTY;106;"World Civilizations II";9000;LEC;25273;TBA;Web/On-line;Marilyn Ann Hudzina;09/03/2013 - 12/23/2013
HTY;350;"Twentieth Century World History";6002;LEC;26626;Fr 9:00AM - 11:45AM;Saco Video Conferencing;Robert B Bernheim;09/03/2013 - 12/23/2013
HTY;457;"Civil War and Reconstruction";9000;LEC;30119;TBA;Web/On-line;Seth M Wigderson;09/03/2013 - 12/23/2013
IND;494;"Independent Study";5001;IND;30109;TBA;TBA;Mary Louis Davitt;09/03/2013 - 12/23/2013
MAT;;"";1001;LEC;26040;Mo 4:00PM - 6:45PM;Bangor Hall ITV1;Norma Bisulca;09/03/2013 - 12/23/2013
MAT;;"20";0201;LEC;26115;TuTh 9:00AM - 10:20AM;Belfast Hall 0323;Freda E Sanborn;09/03/2013 - 12/23/2013
MAT;;"21";0200;LEC;26116;MoWe 10:30AM - 11:50AM;Belfast Hall 0323;Freda E Sanborn;09/03/2013 - 12/23/2013
MAT;;"30";1000;LEC;26042;Mo 9:00AM - 11:45AM;Bennett D. Katz Library 0014;Margaret R Patterson;09/03/2013 - 12/23/2013
MAT;100;"Mathematics and Its Applications";1004;LEC;28523;Th 9:00AM - 11:45AM;Telstar HS;Margaret R Patterson;09/03/2013 - 12/23/2013
MAT;111;"Algebra II";1007;LEC;28575;Th 4:00PM - 6:45PM;Deer Isle;Rita M Lachance;09/03/2013 - 12/23/2013
MAT;112;"College Algebra";0200;LEC;26125;MoWe 1:00PM - 2:20PM;Belfast Hall 0323;Freda E Sanborn;09/03/2013 - 12/23/2013
MAT;113;"Mathematics for Business And Economics I";1008;LEC;28615;Mo 7:30AM - 8:45AM;East Sullivan;Margaret R Patterson;09/03/2013 - 12/23/2013
MAT;114;"Mathematics for Business and Economics II";0100;LEC;27697;Th 4:00PM - 6:45PM;Randall Student Center 248;Rochid J Elias;09/03/2013 - 12/23/2013
MAT;115;"Elementary Statistics I";1005;LEC;28647;Tu 4:00PM - 6:45PM;Bucksport HS;Norma Bisulca;09/03/2013 - 12/23/2013
MAT;261;"Applied Linear Algebra";9000;LEC;30313;TBA;Web/On-line;Lester A French;09/03/2013 - 12/23/2013
MAT;280;"Discrete Mathematical Structures";1009;LEC;30365;Tu 7:30AM - 8:45AM;Ellsworth;Norma Bisulca;09/03/2013 - 12/23/2013
